,city_name,latitude,longitude,temperature,humidity,cloudiness,wind_speed,country,date
160,inuvik,68.35,-133.72,33.8,98,90,3.36,CA,1588727146
161,tura,25.52,90.22,74.39,83,90,3.6,IN,1588727146
162,belle fourche,44.67,-103.85,51.01,57,75,12.75,US,1588727147
163,atarra,25.28,80.57,80.69,49,2,7.45,IN,1588727147
164,garowe,8.41,48.48,77.92,74,0,8.68,SO,1588727147
165,kodiak,57.79,-152.41,44.6,70,90,20.8,US,1588727147
166,bandarbeyla,9.49,50.81,82.54,73,4,4.85,SO,1588727147
167,roma,43.21,-75.46,44.6,48,1,6.93,US,1588726891
168,georgetown,5.41,100.34,82.4,100,40,4.7,MY,1588727079
169,poum,-20.23,164.02,70.16,83,100,16.06,NC,1588727147
170,gat,31.61,34.76,63.0,79,7,1.99,IL,1588727148
171,iquitos,-3.75,-73.25,78.8,94,40,1.12,PE,1588727148
172,arlit,18.74,7.39,83.35,13,0,11.7,NE,1588726936
173,cayenne,4.93,-52.33,80.6,88,75,9.17,GF,1588726918
174,ahipara,-35.17,173.17,60.35,55,0,15.3,NZ,1588727148
175,avarua,-21.21,-159.78,80.6,83,77,6.93,CK,1588726927
176,dunedin,-45.87,170.5,55.81,64,86,9.01,NZ,1588727022
177,san luis,-33.3,-66.34,44.65,59,0,7.65,AR,1588726864
178,east london,-33.02,27.91,64.67,59,33,11.54,ZA,1588727149
179,warri,5.52,5.75,78.15,92,0,2.73,NG,1588727149
180,fare,-16.7,-151.02,83.44,71,72,8.97,PF,1588727149
181,huangmei,30.19,116.03,69.64,77,100,8.01,CN,1588727149
182,awbari,26.59,12.78,71.04,22,1,6.29,LY,1588727149
183,pocoes,-14.53,-40.37,64.42,97,62,5.75,BR,1588727150
184,mutare,-18.97,32.67,52.36,96,1,1.48,ZW,1588727150
185,cidreira,-30.18,-50.21,64.54,90,100,9.98,BR,1588727150
186,kaitangata,-46.28,169.85,55.99,59,55,13.0,NZ,1588727150
187,hualmay,-11.1,-77.61,67.6,82,95,5.84,PE,1588727150
188,shimanovsk,52.0,127.7,59.13,30,0,3.04,RU,1588727150
189,praia da vitoria,38.73,-27.07,60.8,77,75,7.4,PT,1588727150
190,kedougou,12.56,-12.17,90.21,26,75,5.39,SN,1588727151
191,bac lieu,9.29,105.72,86.85,60,0,5.21,VN,1588727151
192,bismarck,46.81,-100.78,53.6,46,20,13.87,US,1588727151
193,dryden,49.78,-92.75,57.2,26,75,8.05,CA,1588727151
194,saint-augustin,51.23,-58.65,33.58,92,100,25.3,CA,1588727151
195,lompoc,34.64,-120.46,66.2,59,1,16.11,US,1588727151
196,samarai,-10.62,150.67,81.37,74,100,15.26,PG,1588727151
197,kem,64.96,34.58,37.92,81,0,8.75,RU,1588727152
198,guarapari,-20.67,-40.5,73.4,83,7,11.41,BR,1588727152
199,buala,-8.14,159.59,86.59,61,74,0.81,SB,1588727152
200,ostrovnoy,68.05,39.51,34.05,89,0,21.07,RU,1588727152
201,victoria point,-27.58,153.3,73.99,74,45,3.0,AU,1588727152
202,college,64.86,-147.8,60.01,30,40,8.05,US,1588727091
203,shkoder,42.07,19.51,60.8,67,75,3.36,AL,1588727152
204,khandyga,62.67,135.6,40.75,70,46,2.06,RU,1588727153
205,haines junction,60.75,-137.51,49.66,47,26,7.45,CA,1588727153
206,yarada,17.65,83.27,80.6,94,20,3.36,IN,1588727153
207,berlevag,70.86,29.09,37.81,80,91,26.46,NO,1588727153
208,beloha,-25.17,45.05,63.1,94,35,6.17,MG,1588727153
209,kavaratti,10.57,72.64,85.19,78,80,10.65,IN,1588727153
210,vangaindrano,-23.35,47.6,69.24,89,48,5.12,MG,1588726983
211,wanning,18.8,110.4,84.36,77,3,14.61,CN,1588727154
212,san quintin,30.48,-115.95,70.97,62,0,13.6,MX,1588727154
213,half moon bay,37.46,-122.43,71.6,49,5,13.87,US,1588727154
214,victoria,22.29,114.16,84.2,79,40,5.82,HK,1588727126
215,geraldton,-28.77,114.6,64.4,59,75,18.34,AU,1588727155
216,normal,40.51,-88.99,44.01,87,90,12.75,US,1588727155
217,treinta y tres,-33.23,-54.38,51.46,79,0,13.29,UY,1588727155
218,misratah,32.38,15.09,67.77,66,0,12.95,LY,1588727155
219,oranjemund,-28.55,16.43,61.36,56,0,7.54,NA,1588727155
220,lircay,-12.99,-74.72,47.61,67,100,5.26,PE,1588727155
221,veraval,20.9,70.37,78.96,85,0,9.8,IN,1588727155
222,sydney,-33.87,151.21,66.99,59,95,10.29,AU,1588727027
223,fort wellington,6.4,-57.6,79.9,83,100,12.33,GY,1588727156
224,amlagora,22.83,87.33,81.55,84,6,3.38,IN,1588727156
225,kristiinankaupunki,62.27,21.38,40.3,74,100,7.25,FI,1588727156
226,yenagoa,4.92,6.26,78.19,91,9,3.29,NG,1588727156
227,uray,60.12,64.78,54.07,80,17,9.93,RU,1588727156
228,korla,41.76,86.15,63.54,36,100,10.11,CN,1588727157
229,mount gambier,-37.83,140.77,55.4,66,100,13.87,AU,1588727157
230,san cristobal,7.77,-72.22,69.28,89,100,2.93,VE,1588726914
231,iracoubo,5.48,-53.2,79.21,85,100,15.03,GF,1588727157
232,filingue,14.35,3.32,88.88,19,3,3.62,NE,1588727157
233,vila,42.03,-8.16,50.0,92,8,3.76,PT,1588727157
234,teahupoo,-17.83,-149.27,80.6,83,80,14.99,PF,1588727158
235,magadan,59.57,150.8,37.0,72,100,17.9,RU,1588727158
236,airai,-8.93,125.41,71.28,84,16,3.67,TL,1588727158
237,chirongui,-12.93,45.15,82.4,78,75,12.75,YT,1588727158
238,mokobeng,-23.0,27.67,57.88,63,0,1.92,BW,1588727158
239,san mateo del mar,16.2,-95.0,84.04,75,100,7.05,MX,1588727158
240,rawson,-43.3,-65.1,50.95,59,0,3.13,AR,1588727122
241,olafsvik,64.89,-23.71,42.21,89,100,7.78,IS,1588726993
242,port keats,-14.25,129.55,80.64,39,90,9.31,AU,1588727159
243,shizunai,42.33,142.37,50.61,74,0,17.87,JP,1588727107
244,pafos,34.77,32.42,59.0,87,75,4.7,CY,1588726926
245,aykhal,66.0,111.5,10.4,92,90,11.18,RU,1588727159
246,greece,43.21,-77.69,43.0,26,75,5.82,US,1588727159
247,ratnagiri,16.98,73.3,80.83,85,8,3.4,IN,1588727160
248,biltine,14.53,20.92,88.29,13,98,18.41,TD,1588727160
249,lata,40.16,-8.33,62.01,94,0,1.99,PT,1588727160
250,griffith,41.53,-87.42,44.01,70,90,7.23,US,1588726961
251,port hardy,50.7,-127.42,57.2,54,75,16.11,CA,1588727160
252,dingle,11.0,122.67,88.81,60,24,4.99,PH,1588727160
253,miyako,39.64,141.95,53.19,74,88,14.38,JP,1588727160
254,marsa matruh,31.35,27.25,62.6,72,0,9.17,EG,1588727161
255,orlik,52.52,99.83,34.27,70,11,10.89,RU,1588727161
256,quebo,11.33,-14.93,74.97,92,1,3.58,GW,1588727161
257,acapulco,16.86,-99.89,80.6,83,75,6.93,MX,1588727161
258,castro,-24.79,-50.01,59.09,74,100,4.34,BR,1588727161
259,kavieng,-2.57,150.8,84.74,71,100,5.01,PG,1588727161
260,provideniya,64.38,-173.3,32.0,73,0,6.71,RU,1588727161
261,kununurra,-15.77,128.73,80.6,19,0,9.17,AU,1588727162
262,manakara,-22.13,48.02,70.02,93,58,6.76,MG,1588727162
263,andra,62.51,65.89,48.4,96,100,6.04,RU,1588727162
264,tarabha,20.73,83.65,88.25,40,15,2.57,IN,1588727162
265,laguna,38.42,-121.42,80.01,38,81,7.0,US,1588727115
266,kabare,-2.47,28.82,60.51,86,3,0.83,CD,1588727162
267,qobustan,40.08,49.41,64.4,82,40,4.7,AZ,1588727163
268,ancud,-41.87,-73.82,46.0,100,20,3.36,CL,1588727163
269,abha,18.22,42.51,64.4,88,90,1.14,SA,1588727163
270,seabra,-12.42,-41.77,71.6,94,90,2.35,BR,1588726864
271,oktyabrskiy,54.48,53.47,50.0,68,0,4.56,RU,1588727163
272,lagoa,39.05,-27.98,60.37,86,100,15.57,PT,1588726983
273,killybegs,54.63,-8.45,48.99,73,0,3.0,IE,1588727164
274,adrar,20.5,-10.07,89.2,11,0,7.81,MR,1588726926
275,srednekolymsk,67.45,153.68,31.23,94,97,7.16,RU,1588727164
276,manado,1.49,124.85,86.0,74,20,1.12,ID,1588727090
277,severo-kurilsk,50.68,156.12,34.11,89,100,30.09,RU,1588727164
278,fortuna,40.6,-124.16,61.0,82,90,10.29,US,1588726928
279,manolas,38.05,21.35,51.8,93,0,1.97,GR,1588727165
280,sahuaripa,29.05,-109.23,100.72,8,0,10.45,MX,1588727165
281,grafton,42.21,-71.69,52.0,34,1,8.05,US,1588726885
282,kirovskiy,45.09,133.51,56.66,53,0,5.77,RU,1588727165
283,nsanje,-16.92,35.26,62.69,95,2,0.94,MW,1588727165
284,shahumyan,39.94,44.57,50.0,93,90,1.12,AM,1588727165
285,marfino,55.7,37.38,59.0,93,40,6.71,RU,1588727166
286,morbach,49.82,7.12,42.01,64,1,5.82,DE,1588727166
287,skjervoy,70.03,20.97,38.16,87,100,18.43,NO,1588727166
288,cayambe,0.05,-78.13,62.6,77,40,8.05,EC,1588727166
289,anage,-14.61,-41.14,69.98,84,49,2.93,BR,1588727166
290,chkalovsk,56.76,43.24,62.6,33,0,6.71,RU,1588727166
291,leeds,53.8,-1.55,39.0,82,0,2.82,GB,1588726934
292,darhan,49.49,105.92,47.43,56,100,20.36,MN,1588727167
293,hay river,60.82,-115.8,46.4,48,40,13.87,CA,1588727167
294,pacific grove,36.62,-121.92,68.0,60,1,10.29,US,1588727029
295,wuzhou,23.48,111.32,84.67,72,0,3.96,CN,1588727167
296,ruwi,23.6,58.55,87.8,62,7,2.24,OM,1588727167
297,kenitra,34.26,-6.58,55.4,93,70,6.93,MA,1588727139
298,norman wells,65.28,-126.83,51.8,83,20,8.05,CA,1588727167
299,novyy urengoy,66.08,76.63,32.95,99,100,6.31,RU,1588727168
300,silopi,37.25,42.47,60.26,68,100,4.79,TR,1588727168
301,prado,-17.34,-39.22,73.98,75,0,6.2,BR,1588727168
302,alenquer,-1.94,-54.74,80.6,94,40,4.7,BR,1588727168
303,pennsville,39.65,-75.52,55.4,35,90,0.69,US,1588727168
304,hasaki,35.73,140.83,61.0,93,75,8.05,JP,1588727168
305,huangchuan,32.13,115.04,68.92,65,92,11.81,CN,1588727168
306,rafaela,-31.25,-61.49,52.0,54,0,3.0,AR,1588727168
307,mata,40.68,-7.46,51.01,94,0,2.68,PT,1588727169
308,jieshi,22.81,115.83,81.09,79,70,13.04,CN,1588727169
309,cockburn town,21.46,-71.14,79.88,82,6,15.01,TC,1588727169
310,yumen,40.28,97.2,51.89,75,100,2.08,CN,1588727169
311,nuuk,64.18,-51.72,30.2,86,75,13.87,GL,1588726963
312,shiraz,29.6,52.54,66.2,39,100,1.7,IR,1588726905
313,hohhot,40.81,111.65,68.0,20,100,6.71,CN,1588727169
314,harper,4.38,-7.72,80.33,83,22,3.51,LR,1588727169
315,sinnamary,5.38,-52.95,79.2,85,100,14.38,GF,1588727170
316,laichingen,48.49,9.69,41.0,74,0,1.99,DE,1588727170
317,rome,34.26,-85.16,70.0,82,100,8.08,US,1588727169
318,voi,-3.39,38.56,71.38,84,88,4.97,KE,1588727170
319,trincomalee,8.57,81.23,82.29,80,78,5.84,LK,1588726882
320,aratos,41.08,25.55,52.0,89,5,1.01,GR,1588727170
321,raudeberg,61.99,5.14,45.0,94,100,23.47,NO,1588727170
322,urumqi,43.8,87.6,50.0,71,62,6.71,CN,1588727171
323,klaksvik,62.23,-6.59,44.6,87,84,18.34,FO,1588727171
324,ixtapa,20.7,-105.2,80.6,74,5,9.17,MX,1588727009
325,buchanan,5.88,-10.05,80.6,94,75,4.03,LR,1588727171
326,westport,41.14,-73.36,55.4,37,1,6.78,US,1588727099
327,swinford,53.95,-8.95,48.99,61,47,4.0,IE,1588727172
328,toamasina,-18.17,49.38,73.76,87,19,11.59,MG,1588727172
329,port-cartier,50.03,-66.87,46.4,39,75,6.93,CA,1588727172
330,mamallapuram,12.63,80.17,82.99,83,20,5.82,IN,1588727172
331,madimba,-10.4,40.33,76.95,84,8,13.29,TZ,1588727172
332,sarkand,45.41,79.92,41.4,63,0,6.62,KZ,1588727172
333,honavar,14.28,74.45,82.94,80,84,4.07,IN,1588727172
334,la plaine,15.33,-61.25,78.67,80,100,13.87,DM,1588727172
335,mount pleasant,32.79,-79.86,73.99,88,1,10.29,US,1588727173
336,swidwin,53.77,15.78,43.0,10,100,10.4,PL,1588727173
337,gejiu,23.31,103.16,68.02,70,82,6.49,CN,1588727173
338,nizwa,22.93,57.53,81.16,45,0,3.27,OM,1588727173
339,mahanoro,-19.9,48.8,71.47,91,2,7.27,MG,1588727173
340,kudahuvadhoo,2.67,72.89,83.84,75,99,11.54,MV,1588727173
341,felanitx,39.47,3.15,64.4,93,40,3.31,ES,1588727173
342,chapais,49.78,-74.85,37.4,40,1,4.7,CA,1588726960
343,kurmanayevka,52.51,52.07,52.45,59,0,11.23,RU,1588727174
344,ilulissat,69.22,-51.1,28.4,63,0,11.41,GL,1588727040
345,linxia,35.6,103.21,64.74,58,11,3.89,CN,1588727174
346,victor harbor,-35.57,138.62,64.0,45,100,3.0,AU,1588727174
347,tuatapere,-46.13,167.68,54.3,72,89,5.37,NZ,1588727174
348,omaruru,-21.43,15.93,62.1,31,0,9.48,NA,1588727174
349,contamana,-7.33,-75.02,78.78,75,0,2.51,PE,1588727175
